#                                                                  --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name              accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------    -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k141_11222_97        -          pazy_proteins_cluster_10 -            3.6e-07   31.2   0.0   4.8e-07   30.8   0.0   1.1   1   0   0   1   1   1   1 # 100492 # 101121 # 1 # ID=7838_97;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.737
k141_2636_11         -          pazy_proteins_cluster_10 -            8.2e-07   30.1   0.1   7.2e-05   23.7   0.1   2.0   2   0   0   2   2   2   2 # 10279 # 11172 # 1 # ID=6921_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598
k141_2272_43         -          pazy_proteins_cluster_10 -            8.7e-07   30.0   1.7   1.1e-06   29.6   1.7   1.1   1   0   0   1   1   1   1 # 35194 # 36042 # -1 # ID=5292_43;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.710
k141_2425_3          -          pazy_proteins_cluster_10 -            9.3e-07   29.9   0.0   1.3e-06   29.4   0.0   1.1   1   0   0   1   1   1   1 # 1939 # 2829 # 1 # ID=6355_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.554
k141_3481_1          -          pazy_proteins_cluster_10 -              1e-05   26.5   0.1       0.2   12.4   0.1   2.1   2   0   0   2   2   2   2 # 38 # 610 # -1 # ID=3682_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.625
k141_147_398         -          pazy_proteins_cluster_100 -            7.1e-06   27.5   0.1   1.5e-05   26.4   0.1   1.5   1   0   0   1   1   1   1 # 436809 # 437867 # -1 # ID=874_398;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.568
k141_2636_11         -          pazy_proteins_cluster_101 -            1.5e-07   32.9   0.1   0.00079   20.7   0.0   2.1   2   0   0   2   2   2   2 # 10279 # 11172 # 1 # ID=6921_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598
k141_147_398         -          pazy_proteins_cluster_101 -            6.8e-07   30.8   0.3   1.1e-06   30.1   0.3   1.3   1   0   0   1   1   1   1 # 436809 # 437867 # -1 # ID=874_398;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.568
k141_4765_39         -          pazy_proteins_cluster_102 -            7.6e-28   99.4   0.0   9.6e-28   99.1   0.0   1.1   1   0   0   1   1   1   1 # 36885 # 37688 # -1 # ID=2946_39;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.586
k141_1554_7          -          pazy_proteins_cluster_102 -            1.8e-23   85.1   0.0   3.1e-18   67.9   0.0   2.0   2   0   0   2   2   2   2 # 10943 # 11755 # -1 # ID=1041_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.649
k141_1535_257        -          pazy_proteins_cluster_102 -            1.6e-21   78.7   0.0   1.7e-16   62.2   0.0   2.1   2   0   0   2   2   2   2 # 262974 # 263816 # -1 # ID=880_257;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
k141_6295_1168       -          pazy_proteins_cluster_102 -            1.3e-20   75.7   0.0   1.7e-20   75.3   0.0   1.1   1   0   0   1   1   1   1 # 1222797 # 1223591 # 1 # ID=3888_1168;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.545
k141_1272_79         -          pazy_proteins_cluster_102 -              8e-20   73.1   0.0     1e-17   66.2   0.0   2.1   2   0   0   2   2   2   1 # 81149 # 82186 # 1 # ID=6607_79;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.704
k141_6159_8          -          pazy_proteins_cluster_102 -            8.1e-20   73.1   0.0   1.4e-19   72.3   0.0   1.3   1   1   0   1   1   1   1 # 8288 # 9121 # 1 # ID=2642_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.676
k141_147_405         -          pazy_proteins_cluster_102 -            9.5e-20   72.9   0.0   2.8e-17   64.7   0.0   2.1   2   0   0   2   2   2   1 # 444305 # 445075 # 1 # ID=874_405;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
k141_9883_53         -          pazy_proteins_cluster_102 -            3.1e-19   71.2   0.0   2.4e-18   68.2   0.0   1.9   2   0   0   2   2   2   1 # 56770 # 57807 # 1 # ID=720_53;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.687
k141_11063_59        -          pazy_proteins_cluster_102 -            9.3e-19   69.6   0.0     5e-17   63.9   0.0   2.0   2   0   0   2   2   2   1 # 63086 # 64123 # 1 # ID=7154_59;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.704
k141_9423_32         -          pazy_proteins_cluster_102 -            1.1e-17   66.1   0.0   1.3e-09   39.7   0.0   2.0   2   0   0   2   2   2   2 # 44338 # 45177 # -1 # ID=6297_32;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.701
k141_6295_180        -          pazy_proteins_cluster_102 -            1.8e-17   65.4   0.0   2.7e-17   64.8   0.0   1.2   1   0   0   1   1   1   1 # 189209 # 190471 # 1 # ID=3888_180;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.581
k141_8766_244        -          pazy_proteins_cluster_102 -            4.8e-17   64.0   0.0   2.6e-16   61.6   0.0   1.9   1   1   0   1   1   1   1 # 268312 # 269130 # -1 # ID=2772_244;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.556
k141_2431_18         -          pazy_proteins_cluster_102 -            3.1e-16   61.3   0.0   3.8e-12   47.9   0.0   2.4   3   0   0   3   3   2   2 # 20329 # 21195 # 1 # ID=6401_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.676
k141_688_157         -          pazy_proteins_cluster_102 -            3.4e-16   61.2   0.0   1.2e-15   59.4   0.0   1.9   1   1   0   1   1   1   1 # 157386 # 158198 # -1 # ID=3778_157;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.711
k141_2095_22         -          pazy_proteins_cluster_102 -            1.1e-15   59.5   0.0   1.6e-14   55.7   0.0   2.0   1   1   0   1   1   1   1 # 23293 # 24156 # -1 # ID=4292_22;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.640
k141_3092_38         -          pazy_proteins_cluster_102 -            1.6e-15   59.0   0.0   2.2e-15   58.6   0.0   1.1   1   0   0   1   1   1   1 # 45743 # 46570 # 1 # ID=1175_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.659
k141_668_9           -          pazy_proteins_cluster_102 -            2.7e-15   58.3   0.0   7.2e-13   50.3   0.0   2.1   2   0   0   2   2   2   1 # 9995 # 11101 # 1 # ID=3616_9;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.671
k141_7170_263        -          pazy_proteins_cluster_102 -            3.4e-15   57.9   0.0   1.8e-14   55.6   0.0   1.8   2   0   0   2   2   2   1 # 287190 # 288023 # -1 # ID=878_263;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.667
k141_8549_22         -          pazy_proteins_cluster_102 -            5.1e-15   57.4   0.0   3.5e-14   54.6   0.0   1.9   1   1   0   1   1   1   1 # 25169 # 26071 # 1 # ID=972_22;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
k141_275_2           -          pazy_proteins_cluster_102 -            9.1e-15   56.5   0.0   3.1e-14   54.8   0.0   1.7   1   1   0   1   1   1   1 # 454 # 1386 # -1 # ID=1416_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.676
k141_7170_43         -          pazy_proteins_cluster_102 -            1.1e-14   56.2   0.0   1.2e-09   39.7   0.0   2.1   2   0   0   2   2   2   2 # 47155 # 47895 # 1 # ID=878_43;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.725
k141_7397_93         -          pazy_proteins_cluster_102 -            1.3e-14   56.0   0.0   3.6e-14   54.6   0.0   1.7   1   1   0   1   1   1   1 # 98677 # 99552 # 1 # ID=2228_93;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.659
k141_5711_4          -          pazy_proteins_cluster_102 -            1.9e-14   55.5   0.0   5.3e-14   54.0   0.0   1.8   1   1   0   1   1   1   1 # 1738 # 2613 # -1 # ID=249_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658
k141_1526_49         -          pazy_proteins_cluster_102 -            2.6e-14   55.0   0.0   4.6e-14   54.2   0.0   1.5   1   1   0   1   1   1   1 # 53064 # 53882 # -1 # ID=573_49;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.542
k141_7435_679        -          pazy_proteins_cluster_102 -            2.8e-14   54.9   0.0   3.8e-14   54.5   0.0   1.2   1   0   0   1   1   1   1 # 716258 # 717073 # -1 # ID=2884_679;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.468
k141_8195_5          -          pazy_proteins_cluster_102 -            4.1e-14   54.4   0.0   2.2e-13   52.0   0.0   1.8   2   0   0   2   2   2   1 # 3702 # 4478 # 1 # ID=7442_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.676
k141_9899_118        -          pazy_proteins_cluster_102 -            5.1e-14   54.1   0.0   5.1e-12   47.5   0.0   2.0   2   0   0   2   2   2   1 # 142632 # 143501 # 1 # ID=786_118;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.667
k141_7397_49         -          pazy_proteins_cluster_102 -            5.7e-14   53.9   0.0   3.2e-10   41.6   0.0   2.0   2   0   0   2   2   2   2 # 51031 # 51789 # 1 # ID=2228_49;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.686
k141_3736_59         -          pazy_proteins_cluster_102 -            6.2e-14   53.8   0.0     1e-13   53.1   0.0   1.3   1   0   0   1   1   1   1 # 60882 # 61691 # 1 # ID=4956_59;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.702
k141_7154_75         -          pazy_proteins_cluster_102 -            1.1e-13   53.0   0.0     2e-13   52.1   0.0   1.4   2   0   0   2   2   1   1 # 70060 # 70881 # -1 # ID=778_75;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.724
k141_3173_15         -          pazy_proteins_cluster_102 -            1.4e-13   52.7   0.0   3.6e-13   51.3   0.0   1.5   1   1   0   1   1   1   1 # 12445 # 13230 # 1 # ID=1717_15;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.761
k141_11201_476       -          pazy_proteins_cluster_102 -            1.4e-13   52.7   0.0     9e-13   50.0   0.0   1.9   1   1   0   1   1   1   1 # 520403 # 521182 # -1 # ID=7827_476;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.660
k141_3986_4          -          pazy_proteins_cluster_102 -            1.5e-13   52.5   0.0   2.3e-13   51.9   0.0   1.2   1   0   0   1   1   1   1 # 2306 # 3172 # 1 # ID=5968_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.634
k141_9101_116        -          pazy_proteins_cluster_102 -            1.8e-13   52.3   0.0   1.5e-11   46.0   0.0   2.0   2   0   0   2   2   2   1 # 123792 # 124685 # 1 # ID=4562_116;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.711
k141_2590_31         -          pazy_proteins_cluster_102 -            2.2e-13   52.0   0.0   1.1e-12   49.7   0.0   1.8   2   0   0   2   2   2   1 # 27920 # 28831 # -1 # ID=6789_31;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.688
k141_4326_100        -          pazy_proteins_cluster_102 -              4e-13   51.1   0.0   6.2e-13   50.5   0.0   1.2   1   0   0   1   1   1   1 # 97612 # 98784 # 1 # ID=775_100;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.693
k141_3173_27         -          pazy_proteins_cluster_102 -            1.9e-12   48.9   0.0   3.1e-12   48.2   0.0   1.2   1   0   0   1   1   1   1 # 22477 # 23646 # -1 # ID=1717_27;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.737
k141_4045_20         -          pazy_proteins_cluster_102 -            2.6e-12   48.5   0.0   9.8e-10   40.0   0.0   2.1   2   0   0   2   2   2   1 # 23722 # 24846 # 1 # ID=6318_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604
k141_7577_20         -          pazy_proteins_cluster_102 -            2.7e-12   48.4   0.0   1.5e-10   42.7   0.0   2.0   2   0   0   2   2   2   1 # 17516 # 18409 # 1 # ID=3659_20;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.705
k141_10809_7         -          pazy_proteins_cluster_102 -            6.6e-12   47.2   0.0   2.9e-09   38.5   0.0   2.1   2   0   0   2   2   2   1 # 8071 # 8940 # 1 # ID=5733_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.637
k141_10567_37        -          pazy_proteins_cluster_102 -            7.2e-12   47.0   0.0   4.1e-10   41.3   0.0   2.2   2   0   0   2   2   2   1 # 50180 # 51226 # -1 # ID=3898_37;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.649
k141_2647_319        -          pazy_proteins_cluster_102 -            1.1e-11   46.5   0.0   1.6e-09   39.3   0.0   2.0   2   0   0   2   2   2   1 # 338373 # 339164 # -1 # ID=7151_319;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.553
k141_8439_7          -          pazy_proteins_cluster_102 -            1.4e-11   46.1   0.0   2.7e-11   45.1   0.0   1.4   1   0   0   1   1   1   1 # 5412 # 6281 # -1 # ID=279_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.440
k141_3173_81         -          pazy_proteins_cluster_102 -            1.6e-11   45.9   0.0   4.7e-10   41.1   0.0   2.1   2   0   0   2   2   2   1 # 73682 # 75301 # 1 # ID=1717_81;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.690
k141_4812_20         -          pazy_proteins_cluster_102 -            1.7e-11   45.8   0.0   8.8e-09   36.9   0.0   2.1   2   0   0   2   2   2   1 # 21240 # 21983 # 1 # ID=3248_20;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.745
k141_7170_130        -          pazy_proteins_cluster_102 -            1.9e-11   45.7   0.0   6.2e-07   30.8   0.0   2.1   2   0   0   2   2   2   2 # 145326 # 146195 # 1 # ID=878_130;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.705
k141_8541_13         -          pazy_proteins_cluster_102 -              2e-11   45.6   0.0   8.2e-11   43.6   0.0   1.7   2   0   0   2   2   2   1 # 13813 # 14694 # -1 # ID=954_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.668
k141_4651_2          -          pazy_proteins_cluster_102 -            2.1e-11   45.5   0.0   2.6e-10   41.9   0.0   2.0   2   0   0   2   2   2   1 # 663 # 1505 # -1 # ID=2377_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.662
k141_8061_576        -          pazy_proteins_cluster_102 -            3.1e-11   44.9   0.0     1e-10   43.3   0.0   1.7   1   1   0   1   1   1   1 # 629343 # 630296 # -1 # ID=7096_576;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.599
k141_6451_19         -          pazy_proteins_cluster_102 -            4.9e-11   44.3   0.0   2.5e-09   38.7   0.0   2.0   2   0   0   2   2   2   1 # 20426 # 21202 # 1 # ID=4709_19;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.710
k141_712_4           -          pazy_proteins_cluster_102 -            4.9e-11   44.3   0.0     2e-08   35.7   0.0   2.1   2   0   0   2   2   2   1 # 2166 # 3035 # -1 # ID=3860_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.618
k141_122_38          -          pazy_proteins_cluster_102 -            5.6e-11   44.1   0.0   4.6e-08   34.5   0.0   2.2   2   0   0   2   2   2   1 # 38860 # 39858 # 1 # ID=591_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641
k141_9601_39         -          pazy_proteins_cluster_102 -            7.8e-11   43.6   0.0   2.9e-08   35.2   0.0   2.0   2   0   0   2   2   2   1 # 33055 # 33918 # 1 # ID=7375_39;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.691
k141_1991_83         -          pazy_proteins_cluster_102 -              1e-10   43.2   0.0   9.9e-06   26.9   0.0   2.0   2   0   0   2   2   2   2 # 85252 # 86100 # 1 # ID=3312_83;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.470
k141_5186_19         -          pazy_proteins_cluster_102 -            1.6e-10   42.6   0.0   3.4e-08   35.0   0.0   2.1   2   0   0   2   2   2   1 # 17275 # 18138 # 1 # ID=4933_19;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.659
k141_6722_6          -          pazy_proteins_cluster_102 -            1.7e-10   42.5   0.0   2.6e-10   41.9   0.0   1.2   1   0   0   1   1   1   1 # 5448 # 6326 # 1 # ID=6709_6;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.696
k141_365_81          -          pazy_proteins_cluster_102 -            1.8e-10   42.4   0.0   2.9e-09   38.5   0.0   2.0   2   0   0   2   2   2   1 # 77139 # 78044 # -1 # ID=2226_81;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
k141_3887_2          -          pazy_proteins_cluster_102 -            1.9e-10   42.4   0.0   2.7e-10   41.9   0.0   1.1   1   0   0   1   1   1   1 # 781 # 1710 # 1 # ID=5505_2;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.692
k141_6713_34         -          pazy_proteins_cluster_102 -              2e-10   42.3   0.0     4e-08   34.7   0.0   2.1   2   0   0   2   2   2   1 # 40202 # 41071 # -1 # ID=6611_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.606
k141_5923_35         -          pazy_proteins_cluster_102 -            2.8e-10   41.8   0.0     5e-09   37.7   0.0   2.0   2   0   0   2   2   2   1 # 40024 # 41031 # 1 # ID=1310_35;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.680
k141_3053_144        -          pazy_proteins_cluster_102 -            3.3e-10   41.6   0.0   3.5e-09   38.2   0.0   2.0   1   1   0   1   1   1   1 # 166573 # 168546 # -1 # ID=986_144;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.664
k141_9339_4          -          pazy_proteins_cluster_102 -            5.8e-10   40.8   0.0   2.6e-07   32.1   0.0   2.1   2   0   0   2   2   2   1 # 1643 # 2446 # 1 # ID=5719_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.715
k141_2010_62         -          pazy_proteins_cluster_102 -              6e-10   40.7   0.0   7.6e-08   33.8   0.0   2.1   2   0   0   2   2   2   1 # 61813 # 62622 # -1 # ID=3409_62;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.678
